company,code,listing_date
지엔코,065060,2002-05-28
SM Life Design,063440,2002-05-30
와이어블,065530,2002-06-04
인선이엔티,060150,2002-06-14
신세계건설,034300,2002-06-17
우원개발,046940,2002-06-18
티사이언티픽,057680,2002-06-18
소니드,060230,2002-06-25
큐렉소,060280,2002-07-03
아비코전자,036010,2002-07-03
홈센타홀딩스,060560,2002-07-11
서울리거,043710,2002-07-11
서호전기,065710,2002-07-16
한샘,009240,2002-07-16
파커스,065690,2002-07-16
교보증권,030610,2002-07-18
토탈소프트,045340,2002-07-19
에스피지,058610,2002-07-23
세이브존I&C,067830,2002-07-25
삼성출판사,068290,2002-08-05
현대바이오,048410,2002-08-08
리노스,039980,2002-08-13
포스코스틸리온,058430,2002-08-16
아이톡시,052770,2002-08-22
에스아이리소스,065420,2002-08-22
젬백스링크,064800,2002-08-22
국보디자인,066620,2002-09-05
DGP,060900,2002-09-17
오리엔트정공,065500,2002-09-19
세종공업,033530,2002-09-25
새로닉스,042600,2002-10-01
티케이지휴켐스,069260,2002-10-07
SNT홀딩스,036530,2002-10-22
마니커,027740,2002-10-29
대웅제약,069620,2002-11-01
플래스크,041590,2002-11-01
파라다이스,034230,2002-11-05
대호에이엘,069460,2002-11-11
비엘팜텍,065170,2002-11-19
KG이니시스,035600,2002-11-22
현대백화점,069960,2002-11-25
테크엘,064520,2002-12-04
NE능률,053290,2002-12-10
쎌바이오텍,049960,2002-12-13
웨스트라이즈,064090,2002-12-17
초록뱀미디어,047820,2002-12-24
와이오엠,066430,2002-12-24
디스플레이텍,066670,2002-12-30
엘앤에프,066970,2003-01-02
케이피엠테크,042040,2003-01-07
한농화성,011500,2003-01-09
리더스코스메틱,016100,2003-01-15
이엔코퍼레이션,066980,2003-01-17
삼영이엔씨,065570,2003-01-21
메디프론,065650,2003-01-21
인터플렉스,051370,2003-01-22
한국큐빅,021650,2003-01-24
재영솔루텍,049630,2003-01-24
태경케미컬,006890,2003-01-28
DSR제강,069730,2003-01-28
이루온,065440,2003-01-28
탑엔지니어링,065130,2003-01-29
빅텍,065450,2003-02-05
SBS콘텐츠허브,046140,2003-02-05
JW신약,067290,2003-02-11
하츠,066130,2003-02-11
우수AMS,066590,2003-02-12
대화제약,067080,2003-02-14
하이스틸,071090,2003-02-17
엔씨소프트,036570,2003-05-22
웹젠,069080,2003-05-23
씨씨에스,066790,2003-05-30
홈캐스트,064240,2003-06-11
SBS,034120,2003-06-25
녹원씨엔아이,065560,2003-07-01
유엔젤,072130,2003-07-01
이라이콤,041520,2003-07-04
한국금융지주,071050,2003-07-21
파워로직스,047310,2003-07-25
웰크론,065950,2003-07-29
농심홀딩스,072710,2003-07-30
아모텍,052710,2003-08-01
YG PLUS,037270,2003-08-01
티씨케이,064760,2003-08-18
유아이디,069330,2003-08-18
강원랜드,035250,2003-09-04
이수페타시스,007660,2003-10-07
코스온,069110,2003-10-14
디지털대성,068930,2003-10-17
우리산업홀딩스,072470,2003-10-28
중앙백신,072020,2003-10-31
휴비츠,065510,2003-10-31
한솔홈데코,025750,2003-11-04
에스텍,069510,2003-11-14
현대에버다임,041440,2003-11-14
키이스트,054780,2003-11-14
로체시스템즈,071280,2003-11-14
오텍,067170,2003-11-14
원익QnC,074600,2003-12-12
아프리카TV,067160,2003-12-19
버킷스튜디오,066410,2003-12-19
드림어스컴퍼니,060570,2003-12-19
이엔플러스,074610,2003-12-23
기업은행,024110,2003-12-24
피에이치씨,057880,2003-12-29
우주일렉트로,065680,2004-01-02
테라사이언스,073640,2004-01-06
리튬포어스,073570,2004-01-06
한솔인티큐브,070590,2004-01-08
세진티에스,067770,2004-01-09
대교,019680,2004-02-03
NICE,034310,2004-02-04
에스텍파마,041910,2004-02-06
듀오백,073190,2004-02-06
삼진엘앤디,054090,2004-02-06
라이트론,069540,2004-02-13
동국알앤에스,075970,2004-02-13
STX엔진,077970,2004-05-10
한양디지텍,078350,2004-05-14
디에이피,066900,2004-05-14
테라젠이텍스,066700,2004-05-27
CS,065770,2004-06-04
아미노로직스,074430,2004-06-04
YBM넷,057030,2004-06-08
코엔텍,029960,2004-06-18
비케이홀딩스,050090,2004-06-29
형지I&C,011080,2004-07-02
텔코웨어,078000,2004-07-20
LG디스플레이,034220,2004-07-23
다날,064260,2004-07-23
한국경제TV,039340,2004-07-30
다스코,058730,2004-08-02
GS,078930,2004-08-05
유니퀘스트,077500,2004-08-05
신성델타테크,065350,2004-08-06
시너지이노베이션,048870,2004-08-13
코드네이처,078940,2004-08-27
인팩,023810,2004-09-21
DMS,068790,2004-10-01
국일제지,078130,2004-10-22
상신브레이크,041650,2004-10-27
제넨바이오,072520,2004-10-29
토비스,051360,2004-11-19
유니드,014830,2004-12-03
도이치모터스,067990,2004-12-03
HB테크놀러지,078150,2004-12-08
대주전자재료,078600,2004-12-10
텔레칩스,054450,2004-12-10
KG모빌리언스,046440,2004-12-14
케이에스피,073010,2004-12-17
메가스터디,072870,2004-12-21
일진다이아,081000,2004-12-22
CJ CGV,079160,2004-12-24
아이크래프트,052460,2005-01-03
미래컴퍼니,049950,2005-01-04
손오공,066910,2005-01-07
KX하이텍,052900,2005-01-18
서산,079650,2005-01-21
iMBC,052220,2005-01-21
에스엔유,080000,2005-01-25
디이엔티,079810,2005-01-26
한창산업,079170,2005-02-01
제주반도체,080220,2005-02-01
동양이엔피,079960,2005-02-01
이노와이어리스,073490,2005-02-04
인베니아,079950,2005-02-04
금호타이어,073240,2005-02-17
삼호개발,010960,2005-05-12
플랜티넷,075130,2005-06-10
젬백스,082270,2005-06-24
옵트론텍,082210,2005-06-24
동일산업,004890,2005-06-30
쏠리드,050890,2005-07-08
가온그룹,078890,2005-07-12
한미반도체,042700,2005-07-22
동양고속,084670,2005-07-25
모두투어,080160,2005-07-26
이월드,084680,2005-07-26
메디포스트,078160,2005-07-29
우리바이오,082850,2005-07-29
코아스,071950,2005-08-04
아리온,058220,2005-08-05
대상홀딩스,084690,2005-08-17
이상네트웍스,080010,2005-09-30
코스나인,082660,2005-10-05
엘오티베큠,083310,2005-10-05
아바코,083930,2005-10-11
하나마이크론,067310,2005-10-11
덕산하이메탈,077360,2005-10-14
가비아,079940,2005-10-19
그린케미칼,083420,2005-10-20
새론오토모티브,075180,2005-10-21
서린바이오,038070,2005-10-25
디아크,078590,2005-10-27
폴라리스오피스,041020,2005-10-28
대한제강,084010,2005-10-31
와토스코리아,079000,2005-11-15
자연과환경,043910,2005-11-18
비보존 제약,082800,2005-11-18
현대리바트,079430,2005-11-22
케스피온,079190,2005-11-29
비에이치아이,083650,2005-12-02
모다이노칩,080420,2005-12-06
제일연마,001560,2005-12-09
하나금융지주,086790,2005-12-12
수성샐바시온,084180,2005-12-16
티비에이치글로벌,084870,2005-12-19
케이엠,083550,2005-12-20
케이엠,083550,2005-12-20
대봉엘에스,078140,2005-12-23
와이엔텍,067900,2005-12-23
현대글로비스,086280,2005-12-26
차바이오텍,085660,2005-12-27
인콘,083640,2005-12-27
바이오니아,064550,2005-12-29
헬릭스미스,084990,2005-12-29
크리스탈지노믹스,083790,2006-01-06
뉴프렉스,085670,2006-01-17
유진테크,084370,2006-01-17
제우스,079370,2006-02-01
에너토크,019990,2006-02-01
GST,083450,2006-02-01
셀트리온제약,068760,2006-02-03
롯데쇼핑,023530,2006-02-09
맥쿼리인프라,088980,2006-03-15
에이스테크,088800,2006-03-27
진도,088790,2006-03-28
TKG애강,022220,2006-04-11
진바이오텍,086060,2006-04-28
신세계I&C,035510,2006-05-18
팅크웨어,084730,2006-05-19
우진플라임,049800,2006-05-24
평화산업,090080,2006-06-02
제이브이엠,054950,2006-06-07
롯데관광개발,032350,2006-06-08
동우팜투테이블,088910,2006-06-23
아이오케이,078860,2006-06-27
아모레퍼시픽,090430,2006-06-29
노루페인트,090350,2006-07-03
인포뱅크,039290,2006-07-04
루트로닉,085370,2006-07-04
팬엔터테인먼트,068050,2006-07-07
쇼박스,086980,2006-07-07
한국전자금융,063570,2006-07-14
CSA 코스믹,083660,2006-07-25
티엘아이,062860,2006-07-25
세원이앤씨,091090,2006-07-31
루멘스,038060,2006-08-08
HDC현대EP,089470,2006-09-25
MDS테크,086960,2006-09-26
바텍,043150,2006-09-29
THE E&M,089230,2006-10-10
KPX홀딩스,092230,2006-10-12
KEC,092220,2006-10-16
삼정펄프,009770,2006-10-17
아이윈,090150,2006-10-20
이녹스,088390,2006-10-20
제이티,089790,2006-10-27
넥스턴바이오,089140,2006-11-01
성창오토텍,080470,2006-11-03
인천도시가스,034590,2006-11-07
코세스,089890,2006-11-08
코스맥스비티아이,044820,2006-11-13
주연테크,044380,2006-11-15
멀티캠퍼스,067280,2006-11-16
큐에스아이,066310,2006-11-24
에스에이티,060540,2006-11-28
LF,093050,2006-12-01
휴림로봇,090710,2006-12-05
유니테스트,086390,2006-12-05
파트론,091700,2006-12-13
케이씨티,089150,2006-12-13
휴온스글로벌,084110,2006-12-19
후성,093370,2006-12-22
메타랩스,090370,2006-12-26
동아엘텍,088130,2007-01-03
제이스텍,090470,2007-01-10
켐트로닉스,089010,2007-01-17
오스코텍,039200,2007-01-17
네오팜,092730,2007-01-30
나노캠텍,091970,2007-01-30
오스템임플란트,048260,2007-02-07
매커스,093520,2007-02-12
이베스트투자증권,078020,2007-02-21
맵스리얼티1,094800,2007-04-09
네오리진,094860,2007-04-16
참좋은여행,094850,2007-04-30
이엠텍,091120,2007-05-02
에프알텍,073540,2007-05-18
한라IMS,092460,2007-05-22
상신이디피,091580,2007-05-23
동국제약,086450,2007-05-29
케이프,064820,2007-05-29
웅진씽크빅,095720,2007-05-31
풍강,093380,2007-06-01
알루코,001780,2007-06-07
엔텔스,069410,2007-06-20
앤씨앤,092600,2007-06-26
삼성카드,029780,2007-06-27
네오위즈,095660,2007-07-02
컴투스,078340,2007-07-06
DSEN,065150,2007-07-18
갤럭시아머니트리,094480,2007-07-20
에코프로,086520,2007-07-20
SK이노베이션,096770,2007-07-25
율호,072770,2007-07-25
S&K폴리텍,091340,2007-07-30
JW홀딩스,096760,2007-07-31
빅솔론,093190,2007-08-20
HJ중공업,097230,2007-08-31
웨이브일렉트로,095270,2007-09-12
푸른기술,094940,2007-09-14
옴니시스템,057540,2007-09-19
바이오톡스텍,086040,2007-09-21
팬오션,028670,2007-09-21
CJ제일제당,097950,2007-09-28
네오티스,085910,2007-10-01
상보,027580,2007-10-01
미래나노텍,095500,2007-10-01
ISC,095340,2007-10-01
오디텍,080520,2007-10-08
성우전자,081580,2007-10-12
엘엠에스,073110,2007-10-12
제이엠티,094970,2007-10-12
에스에너지,095910,2007-10-16
디아이씨,092200,2007-10-18
케이알엠,093640,2007-10-19
유나이티드,033270,2007-10-23
현우산업,092300,2007-10-24
효성 ITX,094280,2007-10-25
KSS해운,044450,2007-10-26
이엠코리아,095190,2007-10-29
기신정기,092440,2007-10-30
이아이디,093230,2007-11-01
비엠티,086670,2007-11-02
일진파워,094820,2007-11-06
디엔에프,092070,2007-11-16
알에프세미,096610,2007-11-20
아이에스이커머스,069920,2007-12-05
한전KPS,051600,2007-12-14
대창솔루션,096350,2007-12-17
이씨에스,067010,2007-12-18
서원인텍,093920,2007-12-20
에스코넥,096630,2007-12-26
일신바이오,068330,2007-12-26
에스맥,097780,2008-01-23
엔케이,085310,2008-01-24
이트론,096040,2008-01-25
텔레필드,091440,2008-02-01
진양홀딩스,100250,2008-02-15
SNT에너지,100840,2008-02-22
아시아나항공,020560,2008-03-28
인바이오젠,101140,2008-04-02
효성오앤비,097870,2008-04-08
메타바이오메드,059210,2008-04-15
LG유플러스,032640,2008-04-21
엘디티,096870,2008-05-02
예스24,053280,2008-05-07
우진비앤지,018620,2008-05-20
테스,095610,2008-05-20
조이시티,067000,2008-05-30
고영,098460,2008-06-03
브리지텍,064480,2008-06-04
쌍방울,102280,2008-06-10
쎄트렉아이,099320,2008-06-13
월덱스,101160,2008-06-19
동성케미컬,102260,2008-06-23
크레버스,096240,2008-06-27
비상교육,100220,2008-06-30
서울옥션,063170,2008-07-01
이스트소프트,047560,2008-07-01
명문제약,017180,2008-07-10
슈프리마에이치큐,094840,2008-07-11
하이드로리튬,101670,2008-07-15
웰크론한텍,076080,2008-07-18
아이엠,101390,2008-07-23
LG이노텍,011070,2008-07-24
풍산,103140,2008-07-30
일진전기,103590,2008-08-01
이엠앤아이,083470,2008-09-18
마이크로컨텍솔,098120,2008-09-23
한국철강,104700,2008-09-29
세운메디칼,100700,2008-09-30
KB금융,105560,2008-10-10
부국철강,026940,2008-10-14
이크레더블,092130,2008-10-24
HLB생명과학,067630,2008-11-25
NAVER,035420,2008-11-28
아이컴포넌트,059100,2008-12-16
엠게임,058630,2008-12-19
메디톡스,086900,2009-01-16
대성파인텍,104040,2009-01-23
유비쿼스홀딩스,078070,2009-01-23
이수앱지스,086890,2009-02-03
미원홀딩스,107590,2009-03-02
파인테크닉스,106240,2009-03-16
컨버즈,109070,2009-03-17
한세실업,105630,2009-03-20
엔시트론,101400,2009-03-31
코오롱생명과학,102940,2009-04-07
뷰웍스,100120,2009-04-10
에스앤에스텍,101490,2009-04-14
에이테크솔루션,071670,2009-04-17
에스티오,098660,2009-04-17
LX하우시스,108670,2009-04-20
티플랙스,081150,2009-04-23
우림피티에스,101170,2009-04-28
흥국,010240,2009-05-12
STX중공업,071970,2009-05-15
SDN,099220,2009-05-19
한국정밀기계,101680,2009-05-19
스맥,099440,2009-05-26
이엔에프테크놀로지,102710,2009-05-28
위메이드맥스,101730,2009-06-03
어보브반도체,102120,2009-06-05
동아지질,028100,2009-06-12
한미글로벌,053690,2009-06-23
동일금속,109860,2009-07-28
영원무역,111770,2009-07-30
컴투스홀딩스,063080,2009-07-30
키움증권,039490,2009-08-03
에스앤더블류,103230,2009-08-05
동국S&C,100130,2009-08-31
톱텍,108230,2009-09-15
제넥신,095700,2009-09-15
디에스케이,109740,2009-09-23
형지엘리트,093240,2009-09-28
케이엔더블유,105330,2009-09-29
유니온머티리얼,047400,2009-09-29
아이앤씨,052860,2009-10-06
NHN벅스,104200,2009-10-06
동양생명,082640,2009-10-08
한스바이오메드,042520,2009-10-09
하이트진로,000080,2009-10-19
비츠로셀,082920,2009-10-28
황금에스티,032560,2009-10-29
진매트릭스,109820,2009-11-06
상상인인더스트리,101000,2009-11-06
동방선기,099410,2009-11-10
SK,034730,2009-11-11
에이프로젠 H&G,109960,2009-11-13
휴맥스,115160,2009-11-16
GKL,114090,2009-11-19
강원에너지,114190,2009-11-20
이원컴포텍,088290,2009-12-01
셀바스AI,108860,2009-12-10
한전기술,052690,2009-12-14
위메이드,112040,2009-12-18
멜파스,096640,2009-12-18
디와이피엔에프,104460,2009-12-22
그린생명과학,114450,2009-12-22
ITX-AI,099520,2009-12-22
글로벌에스엠,900070,2009-12-23
더메디팜,118000,2009-12-30
코디,080530,2010-01-05
폴라리스우노,114630,2010-01-15
영흥,012160,2010-01-25
아세아텍,050860,2010-01-26
스타플렉스,115570,2010-01-27
우리넷,115440,2010-01-27
락앤락,115390,2010-01-28
KC코트렐,119650,2010-01-29
지역난방공사,071320,2010-01-29
코오롱인더,120110,2010-02-01
모베이스,101330,2010-02-04
하이소닉,106080,2010-02-09
인포바인,115310,2010-02-09
조선선재,120030,2010-02-19
이미지스,115610,2010-02-26
한화생명,088350,2010-03-17
삼기,122350,2010-03-19
HLB테라퓨틱스,115450,2010-03-26
씨케이에이치,900120,2010-03-31
케이씨에스,115500,2010-04-14
애머릿지,900100,2010-04-21
이스트아시아홀딩스,900110,2010-04-23
신세계푸드,031440,2010-04-29
삼성생명,032830,2010-05-12
HL홀딩스,060980,2010-05-19
인지소프트,100030,2010-05-25
서진오토모티브,122690,2010-05-25
인피니트헬스케어,071200,2010-05-26
에스제이엠,123700,2010-05-31
투비소프트,079970,2010-06-01
한국화장품,123690,2010-06-01
엑스큐어,070300,2010-06-09
이연제약,102460,2010-06-10
오르비텍,046120,2010-06-15
유비벨록스,089850,2010-06-18
알톤스포츠,123750,2010-07-02
에스디시스템,121890,2010-07-16
무학,033920,2010-07-20
크루셜텍,114120,2010-07-21
우진,105840,2010-07-26
하이텍팜,106190,2010-07-28
인터로조,119610,2010-07-28
대성산업,128820,2010-07-30
아이마켓코리아,122900,2010-07-30
한미약품,128940,2010-07-30
이글루,067920,2010-08-04
엠에스오토텍,123040,2010-08-06
도화엔지니어링,002150,2010-08-12
코리아에프티,123410,2010-08-27
화신정공,126640,2010-08-31
씨젠,096530,2010-09-10
와이솔,122990,2010-09-10
하이비젼시스템,126700,2010-09-10
현대홈쇼핑,057050,2010-09-13
다원시스,068240,2010-09-14
KTcs,058850,2010-09-16
포메탈,119500,2010-09-17
알파홀딩스,117670,2010-09-17
휠라홀딩스,081660,2010-09-28
한일진공,123840,2010-10-05
셀피글로벌,068940,2010-10-19
인화정공,101930,2010-10-22
지나인제약,078650,2010-10-22
누리플랜,069140,2010-10-26
아이텍,119830,2010-10-26
비케이탑스,030790,2010-11-02
KNN,058400,2010-11-03
KH 전자,111870,2010-11-05
아나패스,123860,2010-11-05
위메이드플레이,123420,2010-11-10
디케이락,105740,2010-11-12
BGF에코머티리얼즈,126600,2010-11-12
한국전자인증,041460,2010-11-19
시그네틱스,033170,2010-11-26
티비씨,033830,2010-11-29
엘브이엠씨,900140,2010-11-30
에이루트,096690,2010-12-01
옵투스제약,131030,2010-12-03
피제이메탈,128660,2010-12-13
한전산업,130660,2010-12-16
KTis,058860,2010-12-17
대정화금,120240,2010-12-20
현대퓨처넷,126560,2010-12-23
대성에너지,117580,2010-12-24
이브이첨단소재,131400,2010-12-27
HSD엔진,082740,2011-01-04
티에스이,131290,2011-01-05
인텍플러스,064290,2011-01-05
알서포트,131370,2011-01-05
커넥트웨이브,119860,2011-01-24
시디즈,134790,2011-01-25
블루콤,033560,2011-01-26
인트론바이오,048530,2011-01-26
딜리,131180,2011-01-31
제이엔케이히터,126880,2011-01-31
LB세미콘,061970,2011-01-31
티피씨글로벌,130740,2011-02-08
케이아이엔엑스,093320,2011-02-08
나노신소재,121600,2011-02-09
미원화학,134380,2011-02-15
선진,136490,2011-02-16
현대위아,011210,2011-02-21
부스타,008470,2011-02-23
롯데에너지머티리얼즈,020150,2011-03-04
BNK금융지주,138930,2011-03-30
티케이케미칼,104480,2011-04-26
이퓨쳐,134060,2011-04-27
한국종합기술,023350,2011-04-28
윈스,136540,2011-05-02
하림,136480,2011-05-02
메리츠금융지주,138040,2011-05-13
골프존뉴딘홀딩스,121440,2011-05-20
KX,122450,2011-05-25
세아특수강,019440,2011-06-01
엘아이에스,138690,2011-06-02
케이티스카이라이프,053210,2011-06-03
DGB금융지주,139130,2011-06-07
이마트,139480,2011-06-10
초록뱀이앤엠,131100,2011-06-14
넥스트아이,137940,2011-06-14
코오롱플라스틱,138490,2011-06-15
한세엠케이,069640,2011-06-21
서연탑메탈,019770,2011-06-24
롯데하이마트,071840,2011-06-29
한국항공우주,047810,2011-06-30
대양전기공업,108380,2011-07-08
옵티시스,109080,2011-07-12
나이벡,138610,2011-07-13
신세계인터내셔날,031430,2011-07-14
에이리츠,140910,2011-07-14
상아프론테크,089980,2011-07-21
삼원강재,023000,2011-07-22
시티랩스,139050,2011-07-29
제닉,123330,2011-08-03
아이씨디,040910,2011-08-05
제이씨케미칼,137950,2011-08-08
에이블씨엔씨,078520,2011-09-07
아이디스,143160,2011-09-26
대한과학,131220,2011-10-11
대한과학,131220,2011-10-11
로보스타,090360,2011-10-17
하나투어,039130,2011-11-01
씨엔플러스,115530,2011-11-02
에스엠코어,007820,2011-11-08
씨큐브,101240,2011-11-08
테크윙,089030,2011-11-10
에이티세미콘,089530,2011-11-11
스마트솔루션즈,136510,2011-11-18
와이지엔터테인먼트,122870,2011-11-23
이엠넷,123570,2011-11-25
신진에스엠,138070,2011-11-28
비덴트,121800,2011-12-01
키네마스터,139670,2011-12-02
삼양사,145990,2011-12-05
씨유메디칼,115480,2011-12-15
씨유메디칼,115480,2011-12-15
인터지스,129260,2011-12-16
서암기계공업,100660,2011-12-19
시큐브,131090,2011-12-21
나이스디앤비,130580,2011-12-22
GS리테일,007070,2011-12-23
디엔에이링크,127120,2011-12-26
원익머트리얼즈,104830,2011-12-28
메지온,140410,2012-01-20
케이탑리츠,145270,2012-01-31
남화토건,091590,2012-01-31
제룡산업,147830,2012-02-13
사람인,143240,2012-02-21
휴비스,079980,2012-02-23
한국ANKOR유전,152550,2012-03-08
빛샘전자,072950,2012-03-21
비아트론,141000,2012-05-04
바다로19호,155900,2012-06-29
사조씨푸드,014710,2012-06-29
피엔티,137400,2012-07-06
노블엠앤비,106520,2012-07-13
네이블커뮤니케이션즈,153460,2012-07-19
SK렌터카,068400,2012-07-27
SBW생명과학,151910,2012-08-02
애경케미칼,161000,2012-09-17
코이즈,121850,2012-09-27
한국타이어앤테크놀로지,161390,2012-10-04
동일고무벨트,163560,2012-10-19
한국콜마,161890,2012-10-19
아바텍,149950,2012-11-06
LG헬로비전,037560,2012-11-09
와이엠씨,155650,2012-11-15
지엠비코리아,013870,2012-11-20
디젠스,113810,2012-11-22
우리로,046970,2012-11-27
SBI핀테크솔루션즈,950110,2012-12-17
스킨앤스킨,159910,2012-12-27
디에스앤엘,141020,2013-01-29
아이센스,099190,2013-01-30
우리이앤엘,153490,2013-02-05
한솔아이원스,114810,2013-02-07
제로투세븐,159580,2013-02-19
코렌텍,104540,2013-03-05
윈팩,097800,2013-03-07
동아에스티,170900,2013-04-08
한국패러랠,168490,2013-04-19
레고켐바이오,141080,2013-05-10
DSR,155660,2013-05-15
엑세스바이오,950130,2013-05-30
대주이엔티,114920,2013-07-01
큐러블,086460,2013-07-01
태양기계,116100,2013-07-01
렌딩머신,179720,2013-07-01
나스미디어,089600,2013-07-17
JB금융지주,175330,2013-07-18
KG ETS,151860,2013-07-24
파이오링크,170790,2013-08-01
GH신소재,130500,2013-08-02
엔에이치엔,181710,2013-08-29
아미코젠,092040,2013-09-12
한진칼,180640,2013-09-16
지엔씨에너지,119850,2013-10-02
엘티씨,170920,2013-10-08
파수,150900,2013-10-18
두산테스나,131970,2013-10-22
수프로,185190,2013-10-29
현대로템,064350,2013-10-30
내츄럴엔도텍,168330,2013-10-31
해성옵틱스,076610,2013-11-06
아세아시멘트,183190,2013-11-06
협진,138360,2013-11-08
골프존데카,183410,2013-11-12
THE MIDONG,161570,2013-11-13
램테크놀러지,171010,2013-11-18
라이온켐텍,171120,2013-11-19
큐브엔터,182360,2013-11-21
신송홀딩스,006880,2013-11-21
탑코미디어,134580,2013-11-26
엔브이에이치코리아,067570,2013-12-03
현대공업,170030,2013-12-04
알티캐스트,085810,2013-12-06
종근당,185750,2013-12-06
한중엔시에스,107640,2013-12-10
기가레인,049080,2013-12-19
인트로메딕,150840,2013-12-19
대동고려삼,178600,2013-12-20
SGA솔루션즈,184230,2013-12-20
코셋,189350,2013-12-24
위월드,140660,2013-12-26
현대이지웰,090850,2013-12-27
다산솔루에타,154040,2013-12-27
한국정보인증,053300,2014-02-04
오이솔루션,138080,2014-02-27
코스맥스,192820,2014-04-07
케이사인,192250,2014-04-28
나노,187790,2014-05-08
BGF,027410,2014-05-19
캐스텍코리아,071850,2014-05-27
코아시아씨엠,196450,2014-06-02
데이터스트림즈,199150,2014-06-25
큐엠씨,136660,2014-07-01
트루윈,105550,2014-07-11
화인베스틸,133820,2014-07-22
콜마비앤에이치,200130,2014-07-23
아진엑스텍,059120,2014-07-24
윈하이텍,192390,2014-07-25
창해에탄올,004650,2014-07-30
덕신하우징,090410,2014-08-01
파버나인,177830,2014-08-04
쿠쿠홀딩스,192400,2014-08-06
서연이화,200880,2014-08-08
신화콘텍,187270,2014-08-08
판도라티비,202960,2014-08-11
고려시멘트,198440,2014-08-13
휴림네트웍스,192410,2014-08-14
프로스테믹스,203690,2014-09-30
데브시스터즈,194480,2014-10-06
HL만도,204320,2014-10-06
메디아나,041920,2014-10-07
메디아나,041920,2014-10-07
드림시큐리티,203650,2014-10-13
유니포인트,121060,2014-10-24
영우디에스피,143540,2014-10-29
슈피겐코리아,192440,2014-11-05
테고사이언스,191420,2014-11-06
엑셈,205100,2014-11-07
액션스퀘어,205500,2014-11-12
아이케이세미콘,149010,2014-11-14
삼성에스디에스,018260,2014-11-14
글로벌텍스프리,204620,2014-11-19
디에이테크놀로지,196490,2014-11-19
지엘팜텍,204840,2014-11-20
텔콘RF제약,200230,2014-11-24
씨에스윈드,112610,2014-11-27
휴마시스,205470,2014-12-01
에프엔씨엔터,173940,2014-12-04
피노텍,150440,2014-12-05
대창스틸,140520,2014-12-05
베노홀딩스,206400,2014-12-10
미스터블루,207760,2014-12-12
알테오젠,196170,2014-12-12
비씨월드제약,200780,2014-12-15
빅텐츠,210120,2014-12-16
에이디테크놀로지,200710,2014-12-16
랩지노믹스,084650,2014-12-16
셀바스헬스케어,208370,2014-12-17
정다운,208140,2014-12-17
녹십자엠에스,142280,2014-12-17
디티앤씨,187220,2014-12-17
하이로닉,149980,2014-12-17
미래엔에듀파트너,208890,2014-12-18
삼성물산,028260,2014-12-18
NEW,160550,2014-12-23
아이티센,124500,2014-12-23
아스트,067390,2014-12-24
서전기전,189860,2014-12-24
바이오로그디바이스,208710,2014-12-24
오킨스전자,080580,2014-12-24
지란지교시큐리티,208350,2014-12-24
휴메딕스,200670,2014-12-26
에이팩트,200470,2014-12-26
스튜디오산타클로스,204630,2014-12-29
바디텍메드,206640,2014-12-29
썸에이지,208640,2014-12-29
와이제이엠게임즈,193250,2014-12-29
듀켐바이오,176750,2014-12-29
국일신동,060480,2014-12-29
바디텍메드,206640,2014-12-29
디와이파워,210540,2015-01-15
한솔제지,213500,2015-01-26
덕산네오룩스,213420,2015-02-06
포시에스,189690,2015-02-11
다이나믹디자인,145210,2015-03-19
FSN,214270,2015-03-25
클래시스,214150,2015-04-03
골프존,215000,2015-04-03
에이비프로바이오,195990,2015-04-13
디알텍,214680,2015-04-20
로보로보,215100,2015-04-22
휴센텍,215090,2015-04-28
썬테크,217320,2015-04-29
메가스터디교육,215200,2015-05-04
우리산업,215360,2015-05-06
알비케이그룹,215790,2015-05-08
토박스코리아,215480,2015-05-13
우정바이오,215380,2015-05-18
관악산업,076340,2015-05-18
틸론,217880,2015-05-28
제노포커스,187420,2015-05-29
디딤이앤에프,217620,2015-06-10
픽셀플러스,087600,2015-06-12
러셀,217500,2015-06-16
싸이맥스,160980,2015-06-17
미래생명자원,218150,2015-06-18
넵튠,217270,2015-06-18
베셀,177350,2015-06-19
씨앗,103660,2015-06-22
SK디앤디,210980,2015-06-23
에스엘에너지,214310,2015-06-25
이큐셀,160600,2015-06-26
코아스템켐온,166480,2015-06-26
유투바이오,221800,2015-06-29
경보제약,214390,2015-06-29
인바이츠바이오코아,216400,2015-06-29
동운아나텍,094170,2015-06-30
일월지엠엘,178780,2015-06-30
헥토이노베이션,214180,2015-06-30
RFHIC,218410,2015-06-30
미래에셋생명,085620,2015-07-08
로지스몬,223220,2015-07-09
비엘헬스케어,086220,2015-07-09
토니모리,214420,2015-07-10
이노션,214320,2015-07-17
디와이디,219550,2015-07-22
펩트론,087010,2015-07-22
파마리서치,214450,2015-07-24
파마리서치,214450,2015-07-24
켐트로스,220260,2015-07-27
플럼라인생명과학,222670,2015-07-28
로지시스,067730,2015-07-29
아이쓰리시스템,214430,2015-07-30
아시아경제,127710,2015-07-31
엔에스컴퍼니,224760,2015-07-31
칩스앤미디어,094360,2015-08-05
쎄노텍,222420,2015-08-06
심텍,222800,2015-08-07
흥국에프엔비,189980,2015-08-07
세토피아,222810,2015-08-13
파인텍,131760,2015-08-17
AJ네트웍스,095570,2015-08-21
웹스,196700,2015-08-24
에이텍모빌리티,224110,2015-08-25
씨아이에스,222080,2015-09-02
